City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,lautoka,-17.6167,177.4667,28.92,65,75,4.63,FJ,1730243341
361,ha tinh,18.3333,105.9,20.92,97,100,4.25,VN,1730243493
362,tralee,52.2704,-9.7026,12.55,93,91,1.18,IE,1730243494
363,pinczow,50.5205,20.5265,11.45,87,14,1.65,PL,1730243496
364,puducherry,11.9333,79.8167,26.39,82,100,2.66,IN,1730243497
365,puerto colombia,10.9878,-74.9547,29.05,79,100,2.91,CO,1730243498
366,saint-paul,-21.0096,55.2707,23.63,96,43,0.4,RE,1730243211
367,kampen,52.555,5.9111,13.92,94,100,2.17,NL,1730243500
368,taltal,-25.4,-70.4833,17.15,79,17,2.2,CL,1730243502
369,northam,51.0333,-4.2167,12.56,95,17,1.35,GB,1730243503
370,chernyshevskiy,63.0128,112.4714,-23.18,100,92,0.88,RU,1730243504
371,enoch,37.7733,-113.0244,2.14,85,100,1.54,US,1730243505
372,weno,7.4515,151.8468,28.97,79,100,3.09,FM,1730243507
373,dryden,49.7833,-92.7503,7.34,70,100,2.06,CA,1730243485
374,playa del ingles,27.7567,-15.5787,19.86,79,71,2.53,ES,1730243410
375,zheleznodorozhnyy,55.7503,38.0042,1.72,86,23,2.19,RU,1730243510
376,huarmey,-10.0681,-78.1522,18.92,81,39,5.07,PE,1730243512
377,malvan,16.0667,73.4667,25.75,83,29,1.51,IN,1730243513
378,zhenlai,45.8495,123.2973,3.19,85,0,2.22,CN,1730243514
379,chipinge,-20.1883,32.6236,19.4,77,91,1.76,ZW,1730243515
380,griffith,41.5284,-87.4237,25.92,43,0,9.26,US,1730243516
381,kununurra,-15.7667,128.7333,29.99,74,4,2.06,AU,1730243518
382,villanueva,15.3167,-88.0,27.55,78,20,4.12,HN,1730243470
383,shache,38.4167,77.2406,10.77,45,46,2.64,CN,1730243520
384,balkh,36.75,67.0,10.94,43,0,2.48,AF,1730243522
385,toliara,-23.35,43.6667,25.94,63,86,1.61,MG,1730243523
386,girardot city,4.2987,-74.8047,28.24,57,100,0.84,CO,1730243524
387,tena,-0.9833,-77.8167,20.57,97,100,0.92,EC,1730243525
388,kruisfontein,-34.0033,24.7314,13.94,80,11,6.25,ZA,1730243526
389,ust-nera,64.5667,143.2,-20.33,100,97,1.31,RU,1730243528
390,salta,-24.7859,-65.4117,26.99,43,3,0.89,AR,1730243522
391,mildura,-34.2,142.15,21.31,32,0,0.16,AU,1730243530
392,suntar,62.1444,117.6319,-20.93,98,100,1.26,RU,1730243531
393,port moresby,-9.4431,147.1797,27.85,68,100,2.65,PG,1730243533
394,vila franca do campo,37.7167,-25.4333,18.27,99,12,2.31,PT,1730243534
395,wynyard,-41.0,145.7167,16.9,64,91,0.89,AU,1730243535
396,moses lake,47.1301,-119.2781,12.38,50,0,2.06,US,1730243536
397,selkirk,50.1436,-96.8845,6.77,80,100,1.34,CA,1730243537
398,lodwar,3.1191,35.5973,28.92,40,75,2.95,KE,1730243539
399,greenville,35.6127,-77.3663,18.97,91,100,0.0,US,1730243388
400,vilhena,-12.7406,-60.1458,21.73,90,92,1.8,BR,1730243541
401,ancud,-41.8697,-73.8203,13.41,81,100,0.49,CL,1730243542
402,boa vista,2.8197,-60.6733,31.99,48,20,1.54,BR,1730243310
403,houlton,46.1262,-67.8403,2.23,48,0,1.54,US,1730243545
404,lupane,-18.9315,27.807,21.52,36,2,1.82,ZW,1730243546
405,beyneu,45.3167,55.2,7.03,81,64,1.07,KZ,1730243547
406,caburan,5.9181,125.6411,26.89,65,22,1.14,PH,1730243548
407,fortaleza,-3.7227,-38.5247,27.34,69,0,5.14,BR,1730243047
408,andovoranto,-18.95,49.1,22.96,91,14,1.29,MG,1730243551
409,areia branca,-4.9561,-37.1369,26.19,69,84,11.62,BR,1730243552
410,itoman,26.1247,127.6694,27.27,89,75,6.17,JP,1730243553
411,taunggyi,20.7833,97.0333,16.1,92,5,0.64,MM,1730243554
412,armacao de buzios,-22.7469,-41.8817,21.69,90,100,3.9,BR,1730243556
413,coyhaique,-45.5752,-72.0662,12.53,82,81,3.04,CL,1730243472
414,isola di capo rizzuto,38.96,17.0933,18.56,69,52,2.15,IT,1730243558
415,bikenibeu village,1.3673,173.1241,29.98,70,20,2.06,KI,1730243559
416,nanao,37.05,136.9667,15.95,85,93,3.04,JP,1730243560
417,holualoa,19.6228,-155.9522,27.13,77,40,7.2,US,1730243562
418,beira,-19.8436,34.8389,26.47,77,100,6.72,MZ,1730243563
419,kirkwood,38.5834,-90.4068,26.62,49,65,3.58,US,1730243564
420,batavia,41.85,-88.3126,25.85,50,0,10.8,US,1730243565
421,kapa'a,22.0752,-159.319,28.18,82,40,7.72,US,1730243567
422,harper,4.375,-7.7169,25.07,90,38,2.07,LR,1730243568
423,vernon,50.2581,-119.2691,10.97,56,39,0.89,CA,1730243569
424,newnham,-41.3833,147.1333,14.53,58,100,4.12,AU,1730243570
425,kham sakae saeng,15.3322,102.1728,22.08,94,36,1.01,TH,1730243571
426,mao,39.8885,4.2658,21.31,88,100,8.75,ES,1730243385
427,ta`u,-14.2336,-169.5144,26.72,74,50,8.22,AS,1730243574
428,nikolayevsk-on-amure,53.1406,140.73,-1.75,79,41,1.62,RU,1730243576
429,yongchuan,29.3514,105.8947,19.35,80,100,1.16,CN,1730243578
430,hemsby,52.6971,1.6918,13.13,94,76,2.32,GB,1730243579
431,mata-utu,-13.2816,-176.1745,27.32,77,18,4.66,WF,1730243580
432,chui,-33.6971,-53.4616,16.12,89,1,2.88,UY,1730243581
433,keflavik,64.0049,-22.5624,4.24,87,75,13.38,IS,1730243583
434,port saint john's,-31.6229,29.5448,19.75,56,79,9.14,ZA,1730243584
435,queenstown,-31.8976,26.8753,8.62,79,52,4.57,ZA,1730243585
436,okhotsk,59.3833,143.3,-11.09,72,28,7.51,RU,1730243586
437,lata,40.1629,-8.3327,13.35,82,79,1.59,PT,1730243587
438,dombarovskiy,50.7587,59.5386,1.27,95,98,1.78,RU,1730243589
439,langtang,9.1333,9.7833,24.96,48,17,1.84,NG,1730243590
440,demyansk,57.643,32.466,2.58,90,99,2.62,RU,1730243591
441,bouar,5.934,15.596,19.29,76,49,1.55,CF,1730243592
442,kasongo-lunda,-6.4667,16.8167,22.45,96,98,0.67,CD,1730243593
443,serebryanyye prudy,54.4692,38.721,2.48,95,16,2.99,RU,1730243595
444,paita,-5.0892,-81.1144,18.94,80,32,8.42,PE,1730243596
445,masaya sur,16.497,121.7456,23.5,96,100,0.95,PH,1730243597
446,st. john's,47.5649,-52.7093,3.77,91,40,3.09,CA,1730243516
447,konarka,19.9,86.1167,25.86,85,11,1.4,IN,1730243600
448,sao vicente,-23.9631,-46.3919,21.66,26,64,3.02,BR,1730243601
449,selfoss,63.9331,-20.9971,4.47,75,91,10.03,IS,1730243602
450,bayanhongor,46.7167,100.1167,-9.53,91,95,1.92,MN,1730243604
451,arawa,-6.2132,155.5367,30.5,66,100,0.39,PG,1730243606
452,shambu,9.5667,37.1,10.66,90,96,0.53,ET,1730243607
453,tangalle,6.024,80.7911,25.21,91,100,3.43,LK,1730243608
454,beinamar,8.6698,15.3813,24.67,56,8,0.87,TD,1730243609
455,zhaqsy,51.9083,67.3133,-0.83,89,77,2.69,KZ,1730243611
456,scottburgh,-30.2867,30.7532,17.28,78,39,3.15,ZA,1730243612
457,kupang,-10.1667,123.5833,30.32,70,20,2.06,ID,1730243613
458,heroica guaymas,27.9333,-110.9,28.65,51,40,10.29,MX,1730243420
459,nouadhibou,20.931,-17.0347,21.99,56,95,7.2,MR,1730243617
460,morinville,53.8001,-113.652,5.33,59,24,2.59,CA,1730243618
461,raduzhny,62.0961,77.475,-2.29,96,88,1.28,RU,1730243619
462,yashkul',46.1711,45.3435,9.77,93,100,2.34,RU,1730243621
463,rio grande,-32.035,-52.0986,19.11,90,21,4.85,BR,1730243400
464,kaifeng,34.7911,114.3483,13.91,70,78,2.98,CN,1730243623
465,cambria,35.5641,-121.0808,20.69,70,2,3.58,US,1730243624
466,severo-yeniseyskiy,60.3725,93.0408,-3.38,98,100,2.08,RU,1730243626
467,kota tinggi,1.7381,103.8999,27.86,71,100,0.8,MY,1730243627
468,sinabang,2.4803,96.3801,26.61,81,100,0.44,ID,1730243628
469,hanceville,34.0607,-86.7675,23.98,56,0,2.99,US,1730243629
470,lycksele,64.5954,18.6735,3.93,75,96,4.12,SE,1730243630
471,nha trang,12.25,109.1833,25.0,85,52,2.5,VN,1730243632
472,san borja,-14.8167,-66.85,30.29,51,82,1.51,BO,1730243426
473,strezhevoy,60.7333,77.5889,-1.11,98,100,3.55,RU,1730243634
474,krasnoshchekovo,51.6708,82.7289,0.63,83,100,4.3,RU,1730243635
475,san andres,12.5847,-81.7006,25.01,100,40,4.12,CO,1730243637
476,zhangzhou,24.5133,117.6556,19.16,91,81,0.45,CN,1730243638
477,kone,-21.0595,164.8658,26.72,55,54,4.28,NC,1730243639
478,kaliua,-5.0606,31.7936,21.1,78,23,1.62,TZ,1730243640
479,yemva,62.59,50.8594,2.64,95,100,1.86,RU,1730243642
480,belyy yar,53.6039,91.3903,2.94,60,0,4.0,RU,1730243643
481,manggar,-2.8833,108.2667,27.64,80,100,3.54,ID,1730243644
482,horta,38.5333,-28.6333,17.23,84,6,1.34,PT,1730243582
483,pokrovsk,48.282,37.1758,6.07,69,9,2.82,UA,1730243647
484,port shepstone,-30.7414,30.455,20.13,60,65,6.44,ZA,1730243648
485,fortuna,40.5982,-124.1573,14.96,67,0,4.63,US,1730243649
486,kapuskasing,49.4169,-82.4331,8.45,98,100,2.31,CA,1730243650
487,chokwe,-24.5333,32.9833,21.71,91,47,5.79,MZ,1730243651
488,irbit,57.6705,63.071,-0.81,87,97,2.5,RU,1730243653
489,bumbesti-jiu,45.1667,23.4,10.72,81,40,1.67,RO,1730243654
490,novodvinsk,64.4165,40.8122,-1.14,92,43,3.41,RU,1730243655
491,minas de matahambre,22.5887,-83.9447,25.17,79,100,3.26,CU,1730243656
492,acarau,-2.8856,-40.12,26.06,79,34,9.58,BR,1730243415
493,nezhinka,51.7676,55.3694,-5.91,93,8,0.0,RU,1730243659
494,tabuk,17.4189,121.4443,23.29,100,100,1.04,PH,1730243660
495,laksham,23.2472,91.1425,22.93,89,46,1.61,BD,1730243661
496,preobrazheniye,42.9019,133.9064,7.82,91,100,1.78,RU,1730243662
497,betio village,1.358,172.9211,30.02,71,36,3.32,KI,1730243664
498,chebarkul',54.9749,60.3633,-1.36,88,100,0.47,RU,1730243666
499,karratha,-20.7377,116.8463,29.42,44,17,2.56,AU,1730243667
500,lospalos,-8.5186,127.0025,23.03,94,100,1.47,TL,1730243668
501,waddan,29.1614,16.139,20.15,52,1,2.95,LY,1730243670
502,narrabri,-30.3167,149.7833,26.4,50,0,1.79,AU,1730243671
503,shenjiamen,29.9576,122.298,20.88,83,100,8.62,CN,1730243672
504,cuiaba,-15.5961,-56.0967,26.96,74,40,3.6,BR,1730243673
505,gulf shores,30.246,-87.7008,24.47,70,0,2.68,US,1730243675
506,san jose,37.3394,-121.895,20.64,38,0,5.14,US,1730243665
507,karapinar,37.716,33.5506,9.33,47,19,2.47,TR,1730243678
508,pueblo,38.2545,-104.6091,19.97,23,0,10.29,US,1730243679
509,shalqar,47.8333,59.6,4.26,63,85,3.4,KZ,1730243541
510,grants,35.1473,-107.8514,14.13,28,0,5.66,US,1730243682
511,paracuru,-3.41,-39.0306,25.92,78,23,5.8,BR,1730243683
512,farshut,26.0549,32.1633,20.16,42,0,3.28,EG,1730243684
513,khash,28.2211,61.2158,13.72,39,0,2.16,IR,1730243686
514,guerrero negro,27.9769,-114.0611,19.42,58,0,10.18,MX,1730243687
515,warman,52.3168,-106.5679,5.61,52,22,4.42,CA,1730243688
516,dzerzhinskoye,56.8344,95.2283,2.04,83,98,4.62,RU,1730243689
517,grootfontein,-19.5667,18.1167,18.77,16,0,1.64,NA,1730243690
518,trofaiach,47.4167,15.0,9.28,89,52,1.49,AT,1730243692
519,tura,25.5198,90.2201,20.93,93,7,1.07,IN,1730243671
520,asind,25.7333,74.3333,25.05,41,0,3.88,IN,1730243694
521,muroto-misakicho,33.2833,134.15,21.46,84,100,0.97,JP,1730243695
522,monteagudo,-19.8167,-63.9833,20.27,88,97,0.45,BO,1730243696
523,ivdel',60.6911,60.4206,-2.66,84,61,1.59,RU,1730243698
524,conduaga,8.862,117.4893,27.09,83,87,1.3,PH,1730243699
525,ribeira brava,32.65,-17.0667,20.0,61,22,1.12,PT,1730243700
526,sukumo,32.9333,132.7333,18.11,91,100,2.88,JP,1730243703
527,sisimiut,66.9395,-53.6735,-8.9,67,13,5.76,GL,1730243704
528,dese,11.1333,39.6333,10.93,81,59,1.12,ET,1730243705
529,colby,39.3958,-101.0524,29.03,20,0,12.96,US,1730243707
530,porbandar,21.6422,69.6093,26.6,71,0,2.79,IN,1730243708
531,hirschau,49.545,11.9508,10.01,100,100,0.0,DE,1730243709
532,el nido,11.1858,119.3956,27.3,92,100,6.1,PH,1730243710
533,ofunato,39.0717,141.7167,13.01,93,100,2.36,JP,1730243711
534,diego de almagro,-26.3667,-70.05,21.19,33,0,3.1,CL,1730243713
535,impfondo,1.6381,18.0667,21.51,99,84,0.35,CG,1730243714
536,santana,-0.0583,-51.1817,30.1,74,0,5.14,BR,1730243715
537,takoradi,4.8845,-1.7554,25.19,88,80,0.67,GH,1730243716
538,praia da vitoria,38.7333,-27.0667,19.14,88,75,4.36,PT,1730243718
539,ghadamis,30.1337,9.5007,25.5,22,74,5.66,LY,1730243719
540,chibougamau,49.9168,-74.3659,3.79,60,100,4.63,CA,1730243720
541,taihecun,45.8,130.85,4.23,80,100,1.66,CN,1730243721
542,mossendjo,-2.9506,12.7261,20.88,99,95,0.73,CG,1730243723
543,ciudad lazaro cardenas,17.9583,-102.2,28.53,74,1,2.61,MX,1730243636
544,paracin,43.8608,21.4078,10.22,86,88,0.69,RS,1730243725
545,zhuanghe,39.7008,122.9911,10.46,84,0,2.8,CN,1730243726
546,marshfield,44.6689,-90.1718,23.97,53,75,4.63,US,1730243539
547,villa gesell,-37.2639,-56.973,18.12,92,53,4.58,AR,1730243557
548,kuta,-8.7233,115.1723,25.97,94,20,1.54,ID,1730243730
549,howrah,22.5892,88.3103,27.0,94,40,0.0,IN,1730243732
550,ciudad real,39.0,-4.0,13.79,83,100,2.99,ES,1730243733
551,xam nua,20.4197,104.0439,15.19,98,6,0.37,LA,1730243735
552,hualien city,23.9769,121.6044,22.4,98,100,4.69,TW,1730243736
553,kardla,58.9978,22.7492,10.98,89,98,7.56,EE,1730243737
554,aswan,24.0934,32.907,22.1,40,29,4.25,EG,1730243738
555,hilo,19.7297,-155.09,27.85,78,0,4.63,US,1730243687
556,uturoa,-16.7333,-151.4333,25.15,69,55,8.0,PF,1730243741
557,daru,-9.0763,143.2092,28.05,77,100,5.16,PG,1730243742
